location;region;n;e
Stary Pan;Wielkopolskie;51.4000;18.1500
Stary Pilczyn;Mazowieckie;51.8000;21.6333
Stary Platerów;Lubelskie;52.3000;22.8167
Stary Popielów;Opolskie;50.8333;17.7333
Stary Przybsław;Zachodniopomorskie;53.7667;15.7333
Stary Raduszec;Lubuskie;52.0500;15.1000
Stary Radziejów;Kujawsko-Pomorskie;52.6000;18.6000
Stary Sącz;Małopolskie;49.5667;20.6500
Stary Sleszow;Dolnośląskie;50.9333;17.0833
Stary Staw;Lubuskie;51.8000;15.6500
Stary Strzeżów;Świętokrzyskie;50.3833;20.0667
Stary Suchoros;Warmińsko-Mazurskie;53.5000;21.2333
Stary Targ;Warmińsko-Mazurskie;53.9333;19.1833
Stary Tomyśl;Wielkopolskie;52.3500;16.1667
Stary Toruń;Kujawsko-Pomorskie;53.0333;18.4833
Stary Ujazd;Opolskie;50.4167;18.3500
Stary Węgliniec;Dolnośląskie;51.3000;15.2000
Stary Wiazów;Dolnośląskie;50.8000;17.2000
Stary Wiec;Pomorskie;54.1000;18.3333
Stary Wielisław;Dolnośląskie;50.3833;16.5667
Stary Wiśnicz;Małopolskie;49.9167;20.4833
Stary Wołów;Dolnośląskie;51.3667;16.6333
Stary Zamek;Dolnośląskie;50.9167;16.8000
Stary Zamość;Lubelskie;50.8000;23.1667
Stary Żagań;Lubuskie;51.6500;15.3167
Stary Żmigród;Podkarpackie;49.6000;21.5667
Starynia;Warmińsko-Mazurskie;54.0833;18.9667
Starza;Warmińsko-Mazurskie;54.2667;19.1667
Starza;Zachodniopomorskie;53.9500;15.0333
Starzechowice;Kujawsko-Pomorskie;51.1833;20.0833
Starzenice;Kujawsko-Pomorskie;51.2333;18.6333
Starzno;Pomorskie;53.9667;17.0667
Starzyce;Kujawsko-Pomorskie;51.5500;20.0167
Starzyce;Zachodniopomorskie;53.4333;15.3167
Starzyce;Zachodniopomorskie;53.0333;15.6333
Starzyna;Podlaskie;52.6000;23.5333
Starzyno;Pomorskie;54.7500;18.2667
Starzyny;Wielkopolskie;52.5000;16.7500
Starzyny;Śląskie;50.7000;19.8167
Starzyński Dwór;Pomorskie;54.7667;18.3167
Starzyzna;Lubelskie;51.4667;23.4000
Starża;Wielkopolskie;51.4833;17.5333
Stasikówka;Małopolskie;49.3333;20.0167
Stasin;Mazowieckie;52.7500;21.5167
Stasin;Mazowieckie;52.5000;22.3500
Stasin;Mazowieckie;52.2500;22.4333
Stasin;Mazowieckie;51.9000;21.7667
Stasin;Lubelskie;51.2167;22.4667
Stasin;Lubelskie;51.2167;22.2833
Stasin;Lubelskie;50.9667;21.9000
Stasinów;Lubelskie;51.7667;22.7167
Stasiolas;Kujawsko-Pomorskie;51.5833;19.8833
Stasiopole;Mazowieckie;52.5167;21.2000
Stasiowa;Małopolskie;49.4667;19.6833
Stasiówka;Lubelskie;51.8333;23.3000
Stasiówka;Małopolskie;50.0167;21.4667
Staszkowo;Warmińsko-Mazurskie;53.6833;20.1000
Staszkówka;Małopolskie;49.7667;21.0333
Staszów;Mazowieckie;51.5833;21.6667
Staszów;Podkarpackie;50.5500;21.1667
Staszówek;Podkarpackie;50.4667;21.4333
Staszówka;Podkarpackie;50.2667;21.6333
Staszyn;Świętokrzyskie;50.4667;19.9000
Staświny;Podlaskie;53.9833;21.8667
Staw;Lubelskie;51.2000;23.4000
Staw;Kujawsko-Pomorskie;53.2833;18.5833
Staw;Zachodniopomorskie;53.2667;14.4333
Staw;Małopolskie;52.8667;14.9167
Staw;Wielkopolskie;51.7000;18.3833
Staw;Kujawsko-Pomorskie;51.2500;18.6167
Staw Noakowski;Lubelskie;50.8167;23.0167
Staw Ujazdowski;Lubelskie;50.8333;23.0333
Stawce;Podkarpackie;50.8833;22.5333
Stawek;Mazowieckie;52.0833;21.8167
Stawek;Lubelskie;51.2833;23.2000
Stawek;Kujawsko-Pomorskie;51.2833;18.6333
Stawek;Kujawsko-Pomorskie;51.2500;19.3000
Stawiane;Podlaskie;53.5333;22.2500
Stawiany;Świętokrzyskie;50.5833;20.6000
Stawiany;Wielkopolskie;52.6167;17.2000
Stawidła;Warmińsko-Mazurskie;54.2500;19.0500
Stawiec;Warmińsko-Mazurskie;54.2000;19.0000
Stawiec;Warmińsko-Mazurskie;54.1333;19.0000
Stawiguda;Warmińsko-Mazurskie;53.6667;20.4000
Stawino;Mazowieckie;52.5833;21.1333
Stawinoga;Mazowieckie;52.5833;21.1333
Stawiska;Mazowieckie;52.2500;21.9000
Stawiska;Pomorskie;54.0667;18.0333
Stawiska;Kujawsko-Pomorskie;53.1167;19.4667
Stawiska;Kujawsko-Pomorskie;52.6333;17.9500
Stawiska;Kujawsko-Pomorskie;52.4833;18.6000
Stawiski;Podlaskie;53.3667;22.1500
Stawisko;Mazowieckie;52.1282;20.7020
Stawisza;Małopolskie;49.5000;21.0833
Stawiszcze;Podlaskie;52.5000;23.3667
Stawiszcze;Kujawsko-Pomorskie;51.6000;18.8333
Stawiszyce;Świętokrzyskie;50.3333;20.6000
Stawiszyn;Mazowieckie;51.6167;20.9333
Stawiszyn;Wielkopolskie;51.9167;18.1167
Stawiszyn Łaziska;Mazowieckie;52.9667;19.9833
Stawiszyn Żwalewo;Mazowieckie;52.9833;19.9833
Stawki;Podlaskie;54.2000;21.6167
Stawki;Lubelskie;51.6333;23.5333
Stawki;Mazowieckie;51.5833;21.3167
Stawki;Podkarpackie;50.7667;22.1667
Stawki;Podkarpackie;50.0667;22.6667
Stawki;Kujawsko-Pomorskie;53.0000;18.6333
Stawki;Kujawsko-Pomorskie;52.8667;18.7333
Stawki;Wielkopolskie;52.1333;18.3667
Stawki Baranówka;Podkarpackie;50.7833;22.1833
Stawnica;Warmińsko-Mazurskie;54.2333;21.1167
Stawnica;Wielkopolskie;53.4000;17.0667
Stawno;Zachodniopomorskie;53.8667;14.8167
Stawno;Zachodniopomorskie;53.4833;14.9000
Stawno;Zachodniopomorskie;53.4667;15.9667
Stawno;Małopolskie;52.8500;15.5167
Staworowo;Podlaskie;53.5833;23.5333
Stawowice;Świętokrzyskie;50.3000;20.1833
Stawowiczki;Kujawsko-Pomorskie;51.3167;20.2000
Stawy;Świętokrzyskie;50.5833;20.4667
Stawy;Mazowieckie;52.0667;19.4167
Stawy;Lubuskie;51.9000;15.8500
Stawy;Opolskie;50.8833;17.6000
Stawy Grojeckie;Śląskie;49.9833;19.2167
Stawy Monowskie;Śląskie;50.0167;19.3333
Stąporków;Świętokrzyskie;51.1500;20.5500
Stążki;Warmińsko-Mazurskie;53.8333;19.2333
Stążki;Kujawsko-Pomorskie;53.3833;18.1500
Steblewo;Warmińsko-Mazurskie;54.1833;18.8333
Steblów;Śląskie;50.7000;18.6667
Stebnik;Podkarpackie;49.4167;22.7333
Stece;Podkarpackie;50.3167;21.9667
Stecówka;Śląskie;49.5833;18.9500
Stefanek;Wielkopolskie;51.3333;18.2833
Stefania;Wielkopolskie;52.1333;18.4667
Stefankowice;Lubelskie;50.9167;23.8500
Stefanków;Mazowieckie;51.8500;21.0500
Stefanków;Mazowieckie;51.2667;20.7167
Stefanowice;Dolnośląskie;50.9000;16.5667
Stefanowo;Mazowieckie;52.0500;20.8667
Stefanowo;Pomorskie;54.0667;18.3000
Stefanowo;Wielkopolskie;52.3500;18.1333
Stefanowo;Lubuskie;52.2333;15.9667
Stefanów;Mazowieckie;51.9833;21.2167
Stefanów;Mazowieckie;51.7833;21.8167
Stefanów;Kujawsko-Pomorskie;51.5500;20.3500
Stefanów;Mazowieckie;51.4667;20.9667
Stefanów;Mazowieckie;51.3500;20.5167
Stefanów;Lubelskie;51.3167;23.0500
Stefanów;Lubelskie;51.1167;23.7167
Stefanów;Mazowieckie;52.4500;19.5500
Stefanów;Wielkopolskie;52.3333;18.4167
Stefanów;Mazowieckie;52.1500;19.4500
Stefanów;Wielkopolskie;52.0000;18.5500
Stefanów;Kujawsko-Pomorskie;51.8500;19.8833
Stefanów;Kujawsko-Pomorskie;51.7833;19.0000
Stefanów;Kujawsko-Pomorskie;51.7500;19.8667
Stefanów;Kujawsko-Pomorskie;51.6833;19.8167
Stefanów;Kujawsko-Pomorskie;51.6833;19.5667
Stefanów Barczewski;Kujawsko-Pomorskie;51.5000;18.7000
Stefanów Ruszkowski;Kujawsko-Pomorskie;51.5167;18.6833
Stefanów Suserski;Mazowieckie;52.3333;19.6000
Stefanówek;Podkarpackie;50.5500;21.1500
Stefanówka;Mazowieckie;52.1333;21.6333
Stefanówka;Lubelskie;50.9833;21.9333
Stefkowa;Podkarpackie;49.4667;22.4667
Stegienka;Warmińsko-Mazurskie;54.3167;19.0667
Stegna;Mazowieckie;53.1833;20.6500
Stegna;Mazowieckie;53.1333;21.0667
Stegna;Mazowieckie;52.3333;20.0333
Stegna;Warmińsko-Mazurskie;54.3333;19.1167
Stegna Nowa;Mazowieckie;52.3333;20.0333
Stegna Stara;Mazowieckie;52.3333;20.0667
Stegny;Warmińsko-Mazurskie;54.1033;19.6853
Steinfels;Podkarpackie;49.4333;22.7000
Steklin;Pomorskie;53.9000;18.4333
Steklinek;Kujawsko-Pomorskie;52.9667;19.0000
Steklno;Zachodniopomorskie;53.1667;14.5333
Stelągi;Mazowieckie;52.5833;22.2833
Stelmachowo;Podlaskie;53.1500;22.7500
Stelmachy;Podkarpackie;50.1500;23.2667
Stemków;Dolnośląskie;50.5000;16.4833
Steniatyn;Lubelskie;50.5167;23.7833
Stepień;Zachodniopomorskie;53.8167;16.7667
Stepków;Lubelskie;51.6167;22.9500
Stepnica;Zachodniopomorskie;53.6500;14.6167
Stepno;Wielkopolskie;51.2667;18.3667
Sterdyń;Mazowieckie;52.5833;22.3000
Sterków;Lubuskie;51.8500;15.2167
Sterławki Małe;Podlaskie;54.0167;21.6500
Sterławki Wielkie;Podlaskie;54.0167;21.5833
Sternalice;Podkarpackie;50.7000;21.5167
Sternalice;Śląskie;50.9667;18.5500
Sternowo;Kujawsko-Pomorskie;53.7000;17.7333
Stetkowa;Podkarpackie;49.4333;22.5000
Steżyca NadwieprzĂĄńska;Lubelskie;51.0167;23.1333
Stębark;Warmińsko-Mazurskie;53.5000;20.1333
Stęgosz;Wielkopolskie;52.0333;17.5167
Stękiny;Warmińsko-Mazurskie;53.8000;20.2167
Stępień;Warmińsko-Mazurskie;54.3667;19.7833
Stępina;Podkarpackie;49.8833;21.5667
Stęplew;Wielkopolskie;52.0167;18.9000
Stępna Michałki;Mazowieckie;53.0500;21.4833
Stępna Stara;Mazowieckie;53.0500;21.4833
Stępocice;Świętokrzyskie;50.4333;20.3333
Stępocin;Wielkopolskie;52.3333;17.4167
Stępowizna;Kujawsko-Pomorskie;51.8667;19.4500
Stępowo;Kujawsko-Pomorskie;53.0667;19.5500
Stępów;Mazowieckie;52.2500;19.7833
Stępuchowo;Wielkopolskie;52.8000;17.4000
Stęszew;Wielkopolskie;52.2833;16.7000
Stęszewice;Wielkopolskie;52.5500;17.2000
Stęszewko;Wielkopolskie;52.5333;17.1667
Stęszów;Śląskie;50.8500;19.4667
Stęszyce;Kujawsko-Pomorskie;51.6167;18.9333
Stężnica;Podkarpackie;49.3333;22.3333
Stężyca;Lubelskie;51.5833;21.7833
Stężyca;Lubelskie;51.0333;23.1333
Stężyca;Pomorskie;54.2167;17.9667
Stężyca;Wielkopolskie;51.9333;16.9500
Stężyca Szlachecka;Pomorskie;54.2167;17.9667
Stężycka Huta;Pomorskie;54.2333;17.9167
Stobiec;Podlaskie;54.2833;22.0500
Stobiec;Podkarpackie;50.7500;21.2500
Stobiec;Warmińsko-Mazurskie;54.2833;19.1833
Stobiec Poręba;Podkarpackie;50.7333;21.2167
Stobiecko Miejskie;Kujawsko-Pomorskie;51.0833;19.3833
Stobiecko Szlacheckie;Kujawsko-Pomorskie;51.1000;19.4000
Stobierna;Podkarpackie;50.1500;22.0833
Stobierna;Małopolskie;50.0333;21.4833
Stoblów;Opolskie;50.4500;17.9167
Stobna;Warmińsko-Mazurskie;54.2167;19.2833
Stobnica;Wielkopolskie;52.7167;16.6167
Stobnica;Kujawsko-Pomorskie;51.2500;19.8667
Stobnica Piła;Kujawsko-Pomorskie;51.2500;19.8333
Stobnicko;Wielkopolskie;52.7333;16.5667
Stobno;Kujawsko-Pomorskie;53.6500;17.8167
Stobno;Zachodniopomorskie;53.4167;14.4167
Stobno;Wielkopolskie;53.0833;16.6333
Stobno;Wielkopolskie;51.6667;18.1500
Stobno;Dolnośląskie;51.2833;16.6167
Stobrawa;Opolskie;50.8667;17.6333
Stocki Młyn;Pomorskie;53.9000;18.7167
Stoczek;Warmińsko-Mazurskie;54.1167;20.7500
Stoczek;Podlaskie;53.6667;22.6667
Stoczek;Podlaskie;52.8333;23.7500
Stoczek;Podlaskie;52.7000;23.8667
Stoczek;Mazowieckie;52.5500;21.9000
Stoczek;Mazowieckie;51.8833;21.5167
Stoczek;Lubelskie;51.6667;22.7167
Stoczek;Lubelskie;51.6500;22.3333
Stoczek;Lubelskie;51.3667;22.5000
Stoczek;Lubelskie;51.3500;22.7833
Stoczek Łukowski;Mazowieckie;51.9500;21.9667
Stoczki;Podlaskie;53.0333;22.9833
Stoczki;Mazowieckie;51.4000;20.5500
Stoczki;Lubelskie;51.1833;22.1500
Stoczki;Kujawsko-Pomorskie;51.5167;18.8000
Stoczki;Kujawsko-Pomorskie;51.3667;19.9833
Stoczki;Śląskie;51.0500;19.1333
Stodolno;Kujawsko-Pomorskie;52.6667;18.2333
Stodolsko;Wielkopolskie;52.1500;16.2167
Stodoły;Podkarpackie;50.8167;21.5833
Stodoły;Kujawsko-Pomorskie;52.6500;18.2333
Stodzew;Mazowieckie;52.0167;21.6500
Stogi;Warmińsko-Mazurskie;54.0667;18.9833
Stogi;Wielkopolskie;52.4000;18.2333
Stogi;Dolnośląskie;50.8500;16.9833
Stogi;Pomorskie;54.3667;18.7500
Stogniewice;Wielkopolskie;51.1167;17.9333
Stojadła;Mazowieckie;52.1833;21.5333
Stojanowice;Świętokrzyskie;50.2333;20.5667
Stojanów;Kujawsko-Pomorskie;51.7667;18.5000
Stojanów;Dolnośląskie;51.2667;15.3000
Stojcinó;Pomorskie;54.6167;17.1833
Stojeszyn;Podkarpackie;50.7667;22.2833
Stojeszyn Zarajec;Podkarpackie;50.7833;22.2833
Stojewsko;Świętokrzyskie;50.9167;20.1500
Stojkowo;Zachodniopomorskie;54.1500;15.7333
Stojków;Dolnośląskie;50.3167;16.8833
Stojowice;Małopolskie;49.9000;20.0500
Stojpy;Warmińsko-Mazurskie;54.1167;19.7667
Stok;Podlaskie;53.3667;23.1000
Stok;Mazowieckie;52.8500;21.8167
Stok;Lubelskie;51.8333;22.4667
Stok;Lubelskie;51.3500;22.1000
Stok;Kujawsko-Pomorskie;51.3500;20.1000
Stok;Kujawsko-Pomorskie;51.6000;18.4000
Stok Lacki;Mazowieckie;52.1667;22.3500
Stok Ruski;Mazowieckie;52.2167;22.4500
Stok Wiśniewski;Mazowieckie;52.1000;22.2500
Stoki;Podlaskie;53.9833;22.8500
Stoki;Mazowieckie;51.5167;21.3500
Stoki;Zachodniopomorskie;52.9500;14.3500
Stoki;Małopolskie;52.5167;15.8167
Stoki;Kujawsko-Pomorskie;51.7647;19.6566
Stoki;Kujawsko-Pomorskie;51.4500;19.3500
Stoki Duże;Podkarpackie;50.9500;21.5667
Stoki Kowalkowskie;Mazowieckie;51.2333;21.3667
Stoki Małe;Podkarpackie;50.9667;21.5500
Stoki Stare;Podkarpackie;50.9667;21.5500
Stokowiec;Świętokrzyskie;51.0667;20.8500
Stokowo;Podlaskie;52.7833;22.3833
Stokowo Bućki;Podlaskie;52.7833;22.3833
Stokowo Szerszenie;Podlaskie;52.7833;22.3667
Stokowo Złotki;Podlaskie;52.7833;22.3667
Stolarzowice;Śląskie;50.3833;18.8167
Stolec;Zachodniopomorskie;53.5500;14.3000
Stolec;Kujawsko-Pomorskie;51.3667;18.6833
Stolec;Dolnośląskie;50.5833;16.8833
Stolniki;Kujawsko-Pomorskie;51.6667;20.3833
Stolno;Kujawsko-Pomorskie;53.3167;18.5167
Stoltmany;Pomorskie;54.0000;17.5167
Stołąz;Zachodniopomorskie;53.9333;15.3500
Stołczno;Pomorskie;53.7167;17.2667
Stołczyn;Zachodniopomorskie;53.4667;14.6000
Stołeczna;Zachodniopomorskie;52.9305;14.6446
Stołęźyn;Wielkopolskie;52.9333;17.4500
Stołowacz;Podlaskie;52.8333;23.1167
Stołpce;Podlaskie;52.4167;23.2167
Stołpno;Lubelskie;51.9833;22.7833
Stołupianka;Podlaskie;54.2833;22.7833
Stonin;Wielkopolskie;52.1000;16.7333
Stopin;Mazowieckie;52.9167;19.7333
Stopki;Warmińsko-Mazurskie;54.3333;21.0333
Stoplin;Mazowieckie;52.6500;19.9333
Stopnica;Świętokrzyskie;50.4333;20.9500
Storkowko;Zachodniopomorskie;53.4167;15.0500
Storkowo;Zachodniopomorskie;53.8000;16.4667
Storkowo;Zachodniopomorskie;53.4667;15.5833
Storkowo Dolne;Zachodniopomorskie;53.4667;15.5500
Stosrow;Dolnośląskie;50.4000;16.3667
Stoszow;Dolnośląskie;50.7833;16.7167
Stoszowice;Dolnośląskie;50.6000;16.7333
Stowicze;Zachodniopomorskie;52.9000;15.1667
Stowięcino;Pomorskie;54.5500;17.4833
Stozh;Małopolskie;49.3667;19.9667
Stożne;Podlaskie;54.1028;22.4203
Stożne;Podlaskie;53.8167;22.7000
Stójka;Lubelskie;51.6333;22.6500
Stpice;Mazowieckie;52.6500;20.8167
Strabla;Podlaskie;52.9000;23.1167
Strachanów;Wielkopolskie;51.8500;18.6500
Strachocice;Wielkopolskie;51.8500;18.6500
Strachocin;Mazowieckie;52.8000;21.2333
Strachocin;Zachodniopomorskie;53.3167;15.0833
Strachocin;Dolnośląskie;50.3000;16.8667
Strachocin Nowy;Mazowieckie;52.7833;21.2167
Strachocin Stary;Mazowieckie;52.8000;21.2333
Strachocina;Podkarpackie;49.6167;22.1000
Strachomin;Mazowieckie;52.0167;21.8667
Strachomino;Zachodniopomorskie;54.1667;15.8500
Strachosław;Lubelskie;51.0833;23.5500
Strachowice;Dolnośląskie;51.1167;16.9000
Strachów;Mazowieckie;52.5333;21.6000
Strachów;Podkarpackie;50.1667;21.5000
Strachów;Dolnośląskie;50.9000;16.7833
Strachów;Dolnośląskie;50.7333;16.8833
Strachówka;Mazowieckie;52.4333;21.6500
Straconka;Śląskie;49.8000;19.1000
Stradlice;Świętokrzyskie;50.2500;20.5333
Stradnicka Wola;Świętokrzyskie;51.1833;20.4167
Stradom;Małopolskie;50.0500;19.9500
Stradomia Wierzchnia;Wielkopolskie;51.2667;17.6333
Stradomka;Małopolskie;49.9333;20.3167
Stradomno;Warmińsko-Mazurskie;53.6000;19.5000
Stradów;Świętokrzyskie;50.3667;20.4833
Stradów;Dolnośląskie;50.9833;16.7667
Stradunia;Opolskie;50.4000;18.0500
Straduny;Podlaskie;53.8833;22.3500
Straduń;Wielkopolskie;53.0500;16.3833
Stradyń;Lubuskie;52.0500;16.1500
Stradzew;Mazowieckie;52.1667;19.6000
Stradzew;Kujawsko-Pomorskie;51.4000;19.4833
Stradzew Górki;Mazowieckie;52.1500;19.6000
Stradzewo;Zachodniopomorskie;53.2167;15.4333
Straków;Śląskie;50.5167;19.1167
Stramnica;Zachodniopomorskie;54.1500;15.6500
Straszewo;Podlaskie;53.1000;23.7333
Straszewo;Warmińsko-Mazurskie;53.8333;19.0500
Straszewo;Mazowieckie;53.3500;19.7833
Straszewo;Kujawsko-Pomorskie;52.8000;18.6500
Straszewo;Wielkopolskie;52.4667;18.4500
Straszewy;Mazowieckie;53.1667;19.9500
Straszęcin;Małopolskie;50.0667;21.3667
Straszków;Wielkopolskie;52.1667;18.6000
Straszków;Dolnośląskie;50.5333;16.5833
Straszowa Wola;Kujawsko-Pomorskie;51.3000;20.2000
Straszów;Świętokrzyskie;51.0333;20.3833
Straszów;Lubuskie;51.5167;14.9833
Straszów;Kujawsko-Pomorskie;51.3000;19.7000
Straszydle;Podkarpackie;49.9000;21.9833
Straszyn;Pomorskie;54.2667;18.5833
Strawczyn;Świętokrzyskie;50.9500;20.4167
Strawczynek;Świętokrzyskie;50.9500;20.4500
Straż;Podlaskie;53.3333;23.3833
Strażnica;Świętokrzyskie;51.0833;20.4500
Strażów;Podkarpackie;50.0667;22.1167
Strączków;Podkarpackie;50.6333;21.5833
Strączno;Zachodniopomorskie;53.2500;16.3833
Strąkowa;Dolnośląskie;50.5667;16.8500
Strąpie;Zachodniopomorskie;53.0167;15.1167
Streszowice;Opolskie;50.7333;17.6000
Stręczyn;Lubelskie;51.2500;23.1333
Stręczyn Nowy;Lubelskie;51.2667;23.1500
Stręczyn Stary;Lubelskie;51.2833;23.1000
Stręgiel;Podlaskie;54.2000;21.8500
Stręgielek;Podlaskie;54.1833;21.8667
Stręgoborzyce;Małopolskie;50.1333;20.3000
Strękowizna;Podlaskie;53.9167;23.0333
Strękowo;Podlaskie;52.7000;22.3000
Strobice;Opolskie;50.5333;17.3833
Strobin;Kujawsko-Pomorskie;51.3333;18.8167
Strobów;Kujawsko-Pomorskie;51.9167;20.1667
Strochcice;Podkarpackie;50.6667;21.7500
Strogoborzyce;Dolnośląskie;51.5333;15.9000
Strojców;Małopolskie;50.3000;20.9000
Strojnów;Świętokrzyskie;50.6667;20.8000
Stromiec;Mazowieckie;51.6500;21.1000
Stromiecka Wola;Mazowieckie;51.6500;21.0667
Stronia;Dolnośląskie;51.2000;17.5333
Stronie;Małopolskie;49.6000;20.5333
Stronie;Śląskie;49.8333;19.6667
Stronie Śląskie;Dolnośląskie;50.3000;16.8833
Stroniewice;Kujawsko-Pomorskie;51.9833;19.7833
Stronno;Kujawsko-Pomorskie;53.2833;18.0667
Strońsko;Kujawsko-Pomorskie;51.5500;18.8667
Stropieszyn;Świętokrzyskie;50.3000;20.6000
Stropieszyn;Wielkopolskie;51.9167;18.2500
Stropkowo;Mazowieckie;52.8167;19.8500
Stroszki;Wielkopolskie;52.3500;17.3833
Stroźna;Małopolskie;49.7833;20.9833
Strójec;Śląskie;51.0333;18.5167
Stróża;Lubelskie;50.9000;22.2667
Stróża;Podkarpackie;50.9000;21.6500
Stróża;Podkarpackie;50.4500;22.2167
Stróża;Małopolskie;49.7667;20.2167
Stróża;Pomorskie;54.2500;18.9500
Stróża;Kujawsko-Pomorskie;51.7000;19.6167
Stróża;Kujawsko-Pomorskie;51.2167;19.1333
Stróża;Małopolskie;49.8000;19.9167
Stróża Dolna;Dolnośląskie;51.0167;16.6833
Stróże;Małopolskie;49.8333;20.7500
Stróże;Małopolskie;49.6667;20.9667
Stróże Małe;Podkarpackie;49.5500;22.1833
Stróże Niżne;Małopolskie;49.6667;20.9667
Stróże Wielkie;Podkarpackie;49.5333;22.2000
Stróże Wyżne;Małopolskie;49.6500;20.9833
Stróżewice;Wielkopolskie;52.9333;16.8667
Stróżewka;Mazowieckie;52.5667;19.7833
Stróżewo;Zachodniopomorskie;53.1667;14.9667
Stróżewo;Wielkopolskie;52.9333;16.9167
Stróżewo;Kujawsko-Pomorskie;52.5667;18.6500
Stróżówka;Małopolskie;49.6833;21.1333
Stróżyska;Świętokrzyskie;50.3500;20.7667
Strubiny;Mazowieckie;52.6167;20.4667
Strubno;Warmińsko-Mazurskie;54.2667;20.0000
Strubowiska;Podkarpackie;49.1833;22.4167
Struga;Mazowieckie;52.5667;21.3167
Struga;Mazowieckie;52.3667;21.1333
Struga;Kujawsko-Pomorskie;53.7833;18.0500
Struga;Lubuskie;52.1167;15.1167
Struga;Dolnośląskie;50.8333;16.2167
Strugi;Podlaskie;54.2833;22.1667
Strugi;Kujawsko-Pomorskie;51.4333;20.0333
Strugi;Kujawsko-Pomorskie;51.1667;18.6500
Strugi Pątnowskie;Kujawsko-Pomorskie;51.1667;18.6333
Strugienice;Kujawsko-Pomorskie;52.1167;19.8000
Strumiany;Kujawsko-Pomorskie;52.1609;20.4317
Strumiany;Zachodniopomorskie;53.4333;14.8833
Strumiany;Wielkopolskie;51.9167;17.2000
Strumiany;Kujawsko-Pomorskie;51.4500;18.8500
Strumiany Dolne;Kujawsko-Pomorskie;52.1667;20.4333
Strumiany Górne;Kujawsko-Pomorskie;52.1500;20.4167
Strumienno;Lubuskie;52.0500;15.0167
Strumień;Śląskie;49.9167;18.7667
Strumyk;Wielkopolskie;52.2667;18.4667
Strupczewo;Mazowieckie;52.6500;19.4667
Strupczewo Duże;Mazowieckie;52.6500;19.4667
Strupczewo Małe;Mazowieckie;52.6667;19.4667
Strupice;Świętokrzyskie;50.9000;21.2500
Strupiechów;Mazowieckie;52.3333;21.9167
Strupiechów;Mazowieckie;51.7000;20.8833
Strupin Duży;Lubelskie;51.0833;23.5000
Strupin Mały;Lubelskie;51.1000;23.5167
Strupina;Dolnośląskie;51.3833;16.8167
Strusin;Mazowieckie;52.8000;20.7000
Strusy;Mazowieckie;52.2667;22.3833
Struszewo;Pomorskie;54.1667;17.3500
Struzyna;Dolnośląskie;50.7000;17.2000
Struża;Lubelskie;51.1500;22.9167
Strużki;Podkarpackie;50.4667;21.3667
Strużyna;Warmińsko-Mazurskie;54.0167;19.9333
Strwiązyk;Podkarpackie;49.4500;22.5667
Strych;Mazowieckie;51.6667;21.6333
Strych;Pomorskie;53.9333;18.2667
Strychowo;Wielkopolskie;52.5500;17.5000
Strychy;Małopolskie;52.5833;15.8000
Stryczowice;Świętokrzyskie;50.8667;21.2833
Stryj;Mazowieckie;51.7833;21.9667
Stryjaki;Podlaskie;53.3333;22.3167
Stryje;Kujawsko-Pomorskie;51.6333;19.0833
Stryje Księże;Kujawsko-Pomorskie;51.6333;19.0833
Stryje Paskowe;Kujawsko-Pomorskie;51.6500;19.0833
Stryjewo;Warmińsko-Mazurskie;53.9167;21.0000
Stryjewo;Mazowieckie;53.0000;20.6500
Stryjewo Małe;Mazowieckie;53.0167;20.6667
Stryjewo Wielkie;Mazowieckie;53.0000;20.6500
Stryjki Zaręby;Podlaskie;52.9167;22.0000
Stryjkowo;Warmińsko-Mazurskie;54.0500;20.5000
Stryjno;Lubelskie;52.0667;22.8333
Stryjno;Lubelskie;51.0500;22.8333
Stryjno;Dolnośląskie;51.4667;16.6833
Stryjów;Lubelskie;50.8667;23.2333
Stryjów;Małopolskie;50.0667;20.1500
Stryki;Podlaskie;52.7833;23.0500
Strykowice;Mazowieckie;51.3833;21.6333
Strykowice Błotne;Mazowieckie;51.3833;21.6333
Strykowice Górne;Mazowieckie;51.4000;21.6167
Strykowice Nowe;Mazowieckie;51.3667;21.6500
Strykowice Podleśne;Mazowieckie;51.3667;21.6333
Strykowo;Wielkopolskie;52.2500;16.6167
Stryków;Mazowieckie;51.6667;20.7167
Stryków;Kujawsko-Pomorskie;51.9000;19.6000
Strysza Buda;Pomorskie;54.4000;18.0500
Stryszawa;Śląskie;49.7167;19.5167
Stryszki;Małopolskie;52.6167;15.7667
Stryszowa;Małopolskie;49.8833;20.2000
Stryszów;Śląskie;49.8333;19.6167
Strzakły;Lubelskie;51.9667;22.6000
Strzakły;Lubelskie;51.6500;22.6500
Strzaliny;Zachodniopomorskie;53.1833;16.2167
Strzała;Mazowieckie;52.2000;22.2667
Strzałki;Mazowieckie;53.2333;21.4167
Strzałki;Mazowieckie;51.6667;20.4167
Strzałki;Mazowieckie;52.4167;19.4333
Strzałki;Kujawsko-Pomorskie;51.4500;18.8000
Strzałki Ręszew;Kujawsko-Pomorskie;51.4500;18.7667
Strzałki Sękowskie;Kujawsko-Pomorskie;51.4667;18.7833
Strzałkowo;Warmińsko-Mazurskie;53.8000;20.0500
Strzałkowo;Mazowieckie;53.0000;20.4167
Strzałkowo;Wielkopolskie;52.3167;17.8167
